HOSP METROPOLITANO DE SAN GERMAN	180	CALLE JAVILLA 8	APDO 63	SAN GERMAN PUEBLO	SAN GERMAN	683	787-892-5300	787-892-1362	135792.2388	227673.3059	POINT (-67.0399017 18.0824127)	"18.0824, -67.0399"	MAYAGUEZ	4	FASE 2	PRIVADO	HOSP	125
HOSP DE LA CONCEPCION	181	CALLE LUNA 41 PR-2 KM 174.3 INTERIOR - BO CAIN ALTO	APDO 285	ANCONES	SAN GERMAN	00683-0285	787-892-1860	787-264-7908	136006.849	229404.9177	POINT (-67.0379257 18.0980434)	"18.098, -67.0379"	MAYAGUEZ	4	FASE 1	PRIVADO	HOSP	125
HOSP LAFAYETTE	25	PR-753 KM 0.1 SECTOR CUATRO CALLES	APDO 207	GUASIMAS	ARROYO	714	787-839-3232	787-271-0100	239716.2484	215826.791	POINT (-66.0583725 17.9759655)	"17.976, -66.0584"	PONCE	7	FASE 1	PRIVADO	HOSP	15
CLINICA SANTA ROSA	91	PR-3 KM 135 AVE LOS VETERANOS H.7	APDO 10008	ALGARROBO	GUAYAMA	785	787-864-0101	787-866-0489	234833.7609	216458.2472	POINT (-66.104454 17.9817448)	"17.9817, -66.1045"	PONCE	7	FASE 1	PRIVADO	HOSP	57
HOSP EPISCOPAL CRISTO REDENTOR	93	AVE PEDRO ALBIZU CAMPOS C/PRINCIPAL URB LA HACIENDA	APDO 10011	GUAYAMA PUEBLO	GUAYAMA	785	787-864-4300	787-864-4466	233776.0272	215548.8028	POINT (-66.1144562 17.9735413)	"17.9735, -66.1145"	PONCE	7	FASE 1	PRIVADO	HOSP	57
HOSP ANDRES GRILLASCA INC (CENTRO DE ONCOLOGICA AVANZADA)	162	PR-14 KM 4.2 AVE TITO CASTRO	APDO 331324	MACHUELO ARRIBA	PONCE	00733-1324	787-848-0800	787-843-2310	182739.7083	222093.5026	POINT (-66.596344 18.0328846)	"18.0329, -66.5963"	PONCE	5	FASE 2	PRIVADO	HOSP	113
HOSP DAMAS	163	PR-2 PONCE BY PASS	2213 PONCE BY PASS	CANAS URBANO	PONCE	00717-1318	787-840-8686	787-259-7364	180480.5987	218138.705	POINT (-66.6176453 17.9971199)	"17.9971, -66.6176"	PONCE	5	FASE 1	PRIVADO	HOSP	113
HOSP DR MANUEL DE LA PILA IGLESIAS	164	AVE LAS AMERICAS 2431	APDO 331910	CANAS URBANO	PONCE	00733-1910	787-848-5600	787-651-5875	181220.7171	218863.3244	POINT (-66.6106644 18.0036812)	"18.0037, -66.6107"	PONCE	5	FASE 1	PRIVADO	HOSP	113
HOSP PSIQUIATRIA FORENSE DE PONCE	166	PR-14 KM 4.2	APDO 732	MACHUELO ARRIBA	PONCE	731	787-844-0101	787-842-2906	182930.5657	222260.9779	POINT (-66.5945435 18.0343857)	"18.0344, -66.5945"	PONCE	5	FASE 2	PUBLICO	HOSP	113
HOSP SAN CRISTOBAL	168	PR-506	APDO 501	COTO LAUREL	PONCE	731	787-848-2100	787-848-1110	187921.769	222841.7504	POINT (-66.5474091 18.0396786)	"18.0397, -66.5474"	PONCE	5	FASE 1	PRIVADO	HOSP	113
HOSP METROPOLITANO DR TITO MATTEI	266	PR-128 KM 1.0	APDO 68	SUSUA BAJA	YAUCO	00698-0068	787-856-1000	787-856-4250	155076.3336	221963.1797	POINT (-66.8575974 18.0313187)	"18.0313, -66.8576"	PONCE	5	FASE 1	PRIVADO	HOSP	153
HOSP EPISCOPAL SAN LUCAS 2	300	PR-14 AVE TITO CASTRO 917	APDO 336810	MACHUELO ABAJO	PONCE	00733-6810	787-844-2080	787-844-3454	182908.3527	221907.8957	POINT (-66.5947571 18.0312004)	"18.0312, -66.5948"	PONCE	5	FASE 1	PRIVADO	HOSP	113
HIMA SAN PABLO - BAYAMON	37	C/SANTA CRUZ 70	APDO 236	JUAN SANCHEZ	BAYAMON	960	787-620-4747	787-620-9273	230200.1302	262458.247	POINT (-66.1475296 18.3974285)	"18.3974, -66.1475"	BAYAMON	1	FASE 1	PRIVADO	HOSP	21
HOSP HERMANOS MELENDEZ	38	PR-2 KM 11.7	APDO 306	HATO TEJAS	BAYAMON	960	787-620-8181	787-269-0085	228559.6579	262394.491	POINT (-66.1630554 18.3968658)	"18.3969, -66.1631"	BAYAMON	1	FASE 1	PRIVADO	HOSP	21
DOCTORS CENTER HOSPITAL- BAYAMON (ANT. MATILDES BRENES)	39	C/2 J-9 EXT HERMANOS DAVILA	CALL BOX 2957	COTO NORTE	BAYAMON	00674-0532	787-622-5420	787-622-5432	228210.5793	262518.3788	POINT (-66.1663513 18.3980064)	"18.398, -66.1664"	BAYAMON	1	FASE 1	PRIVADO	HOSP	21
HOSP UNIVERSITARIO DR RAMON RUIZ ARNAU	41	AVE LAUREL - URB SANTA JUANITA	AVE LAUREL - URB SANTA JUANITA	MINILLAS	BAYAMON	956	787-787-5151	787-787-7979	229507.6294	259152.6923	POINT (-66.1541214 18.367569)	"18.3676, -66.1541"	BAYAMON	1	FASE 1	PUBLICO	HOSP	21
CENTRO DE SALUD INTEGRAL DE OROCOVIS	152	PR-155 AVE LUIS MUÑOZ MARIN	APDO 2105	OROCOVIS PUEBLO	OROCOVIS	00720-2105	787-867-6010	787-867-5210	204123.7122	243533.2208	POINT (-66.3943481 18.2266712)	"18.2267, -66.3943"	BAYAMON	6	FASE 1	PRIVADO	C MED PRIMARIA	107
HOSP GENERAL MENONITA - AIBONITO	11	C/JOSE C VAZQUEZ - SALIDA BO CAONILLA	APDO 1379	CAONILLAS	AIBONITO	705	787-735-8001	787-735-7172	218153.2803	234321.5815	POINT (-66.2617798 18.1433582)	"18.1434, -66.2618"	CAGUAS	10	FASE 1	PRIVADO	HOSP	9
HIMA SAN PABLO - CAGUAS	49	LOTE 100 AVE MUNOZ MARIN URB MARIOLGA	APDO 4980	CAGUAS PUEBLO	CAGUAS	00726-4980	787-653-3434	787-653-1799	242456.1173	242615.0943	POINT (-66.0319443 18.2179604)	"18.218, -66.0319"	CAGUAS	10	FASE 1	PRIVADO	HOSP	25
HOSP SAN JUAN BAUTISTA MEDICAL CENTER	52	PR-172 URB TURABO GARDENS (SALIDA 21)	APDO 4964	CAGUAS PUEBLO	CAGUAS	00726-4964	787-653-0550	787-653-4522	240543.1944	242872.1076	POINT (-66.0500259 18.2203007)	"18.2203, -66.05"	CAGUAS	10	FASE 1	PUBLICO	HOSP	25
HOSP GENERAL MENONITA - CAYEY	65	PR-14 KM 3.1 BO RINCON SECTOR LOMAS	APDO 373130	CAYEY PUEBLO	CAYEY	00737-3130	787-535-1001	787-535-1014	230251.753	232199.9211	POINT (-66.1474838 18.124052)	"18.1241, -66.1475"	CAGUAS	10	FASE 1	PRIVADO	HOSP	35
FIRST HOSP PANAMERICANO - CIDRA	69	PR-787 KM 1.5	APDO 1400	SUD	CIDRA	00739-1400	787-739-5555	787-739-5544	231482.3747	237954.1469	POINT (-66.1357651 18.176012)	"18.176, -66.1358"	CAGUAS	10	FASE 2	PRIVADO	HOSP	41
HIMA SAN PABLO - HUMACAO	102	AVE FONT MARTELO 3	APDO 639	HUMACAO PUEBLO	HUMACAO	792	787-656-2424	787-961-4521	264209.2327	235225.2027	POINT (-65.8265228 18.1506462)	"18.1506, -65.8265"	CAGUAS	8	FASE 2	PRIVADO	HOSP	69
HOSP DR DOMINGUEZ INC	104	AVE FONT MARTELO 300	APDO 699	HUMACAO PUEBLO	HUMACAO	00791-0669	787-852-0505	787-850-4230	263799.9945	235569.3211	POINT (-65.8303833 18.1537495)	"18.1537, -65.8304"	CAGUAS	8	FASE 2	PRIVADO	HOSP	69
HOSP RYDER MEMORIAL INC	105	C/FONT MARTELO 355	APDO 859	TEJAS	HUMACAO	00791-0859	787-852-0768	787-852-0157	263597.398	234647.0111	POINT (-65.8323212 18.1454487)	"18.1454, -65.8323"	CAGUAS	8	FASE 1	PRIVADO	HOSP	69
HOSP UPR CAROLINA	57	PR-3 KM 8.1 AVE 65 INF	PO BOX 6021	SABANA ABAJO	CAROLINA	984	787-757-1800	787-276-2205	248759.9389	261505.0791	POINT (-65.9719009 18.3884792)	"18.3885, -65.9719"	METRO	9	FASE 1	PRIVADO	HOSP	31
ADMINISTRACION DE SERVICIOS MEDICOS DE PR (ASEM)	182	CENTRO MEDICO	APDO 2129	MONACILLO URBANO	SAN JUAN	00922-2129	787-777-3535	787-777-3702	238091.8377	262259.8832	POINT (-66.0728455 18.3955021)	"18.3955, -66.0728"	METRO	1	FASE 1	PUBLICO	HOSP	127
ASHFORD PRESBYTERIAN COMMUNITY HOSPITAL INC	183	AVE ASHFORD 1451	APDO 9020032	SANTURCE	SAN JUAN	00902-0032	787-721-2160	787-723-3797	238857.2795	268956.3138	POINT (-66.0654678 18.4559841)	"18.456, -66.0655"	METRO	1	FASE 1	PRIVADO	HOSP	127
HOSP DEL MAESTRO	184	C/SERGIO CUEVAS BUSTAMANTE 550	GPO BOX 364708	HATO REY NORTE	SAN JUAN	00939-4708	787-758-8383	787-751-2519	238523.4505	264066.5133	POINT (-66.0687256 18.411823299999998)	"18.4118, -66.0687"	METRO	1	FASE 1	PRIVADO	HOSP	127
CENTRO CARDIOVASCULAR DE PR Y CARIBE DR RAMON M SUAREZ	198	AVE AMERICO MIRANDA - ENTRADA PRINCIPAL CENTRO MEDICO	APDO 366528	MONACILLO URBANO	SAN JUAN	00936-6528	787-754-8500	787-999-0860	238113.5105	262607.3024	POINT (-66.0726318 18.3986511)	"18.3987, -66.0726"	METRO	1	FASE 1	PUBLICO	HOSP	127
HOSP INDUSTRIAL C.F.S.E.	211	CENTRO MEDICO	APDO 365028	MONACILLO URBANO	SAN JUAN	00936-5028	787-754-2525	787-767-3968	238061.2697	262159.2316	POINT (-66.0731354 18.3946018)	"18.3946, -66.0731"	METRO	1	FASE 1	PUBLICO	HOSP	127
HOSP PAVIA SANTURCE	213	C/ASIA Y C/PROF AUGUSTO RODRIGUEZ 1462	APDO 11137	SANTURCE	SAN JUAN	00909-2137	787-641-1616	787-727-7500	238427.6362	267700.4522	POINT (-66.0695572 18.4446602)	"18.4447, -66.0696"	METRO	1	FASE 1	PRIVADO	HOSP	127
HOSP PAVIA DE HATO REY	214	AVE PONCE DE LEON 435	APDO 190828	HATO REY	SAN JUAN	00919-0828	787-754-0909	787-281-0476	239862.0668	264886.5159	POINT (-66.0560379 18.4191914)	"18.4192, -66.056"	METRO	1	FASE 2	PRIVADO	HOSP	127
SAN JORGE CHILDRENS HOSPITAL	215	AVE SAN JORGE 268	APDO 6308 LOIZA STATION	SANTURCE	SAN JUAN	914	787-727-1000	787-268-3610	239126.8757	267976.3804	POINT (-66.0629425 18.4471283)	"18.4471, -66.0629"	METRO	1	FASE 1	PRIVADO	HOSP	127
HOSP PEDIATRICO UNIVERSITARIO DR ANTONIO ORTIZ	216	CENTRO MEDICO	PO BOX 191079	MONACILLO URBANO	SAN JUAN	00919-1079	787-777-3535	787-756-8907	238147.782	262449.1076	POINT (-66.0723114 18.3972206)	"18.3972, -66.0723"	METRO	1	FASE 1	PUBLICO	HOSP	127
HOSP PSIQUIATRICO DR RAMON FERNANDEZ MARINA	219	CENTRO MEDICO	APDO 2100	MONACILLO URBANO	SAN JUAN	922	787-766-4646	787-296-2410	237766.5004	261715.3527	POINT (-66.0759354 18.3906136)	"18.3906, -66.0759"	METRO	1	FASE 1	PUBLICO	HOSP	127
HOSP SAN FRANCISCO	221	AVE DE DIEGO 371	APDO 29025	ORIENTE	SAN JUAN	00929-0025	787-767-5100	787-250-7829	241656.4932	262627.9032	POINT (-66.0391083 18.398777)	"18.3988, -66.0391"	METRO	1	FASE 1	PRIVADO	HOSP	127
HOSP SAN GERARDO	222	PR-844 KM 0.5	MSC 250 AVE WINSTON CHURCHILL #138	CUPEY BAJO	SAN JUAN	00926-6023	787-761-8383	787-748-2065	241698.461	256895.31	POINT (-66.0388184 18.3469925)	"18.347, -66.0388"	METRO	1	FASE 1	PRIVADO	HOSP	127
HOSP UNIVERSITARIO DE ADULTOS	226	CENTRO MEDICO	APDO 2116	MONACILLO URBANO	SAN JUAN	00922-2116	787-754-0101	787-294-3605	237980.9087	262392.1705	POINT (-66.0738907 18.3967037)	"18.3967, -66.0739"	METRO	1	FASE 1	PUBLICO	HOSP	127
HOSP METROPOLITANO DE SAN JUAN	227	PR-21 URB LAS LOMAS 1785	APDO 11981	PUERTO NUEVO	SAN JUAN	922	787-782-9999	787-782-1723	235406.8672	261634.4998	POINT (-66.0982666 18.3899097)	"18.3899, -66.0983"	METRO	1	FASE 1	PRIVADO	HOSP	127
HOSP ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ	229	CENTRO MEDICO	APDO 191811	MONACILLO URBANO	SAN JUAN	00919-1811	787-763-4149	787-751-7940	238124.0765	262351.7404	POINT (-66.0725403 18.396347)	"18.3963, -66.0725"	METRO	1	FASE 1	PRIVADO	HOSP	127
CPC HOSP SAN JUAN CAPESTRANO	238	CARR PR-877 KM 1.6 CAMINO LAS LOMAS	RR-2 BUZON 11	SABANA LLANA SUR	SAN JUAN	926	787-625-2900	787-760-6875	242866.959	261222.749	POINT (-66.0276794 18.3860435)	"18.386, -66.0277"	METRO	1	FASE 2	PRIVADO	HOSP	127
SJ VETERANS ADMINISTRATION CARIBBEAN HEALTHCARE SYSTEM	239	C/CASIA 10	NULL	MONACILLO URBANO	SAN JUAN	921	787-641-7582	787-641-4582	237321.2215	261829.0513	POINT (-66.0801468 18.3916359)	"18.3916, -66.0801"	METRO	1	FASE 1	PUBLICO	HOSP	127
HOSP AUXILIO MUTUO	240	AVE PONCE DE LEON PDA 37.5	APDO 191227	HATO REY	SAN JUAN	00919-1227	787-758-2000	787-771-7363	240282.912	263838.2226	POINT (-66.0520782 18.4097271)	"18.4097, -66.0521"	METRO	1	FASE 1	PRIVADO	HOSP	127
HOSP MUNICIPAL DE SAN JUAN DR RAFAEL LOPEZ NUSSA	301	CENTRO MEDICO	PMB 79 PO BOX 70344	MONACILLO URBANO	SAN JUAN	00936-8344	787-766-2223	787-764-3643	237900.5117	262207.2722	POINT (-66.0746536 18.3950424)	"18.395, -66.0747"	METRO	1	FASE 1	PUBLICO	HOSP	127
HEALTH SOUTH REHABILITATION OF PR	302	3ER PISO HOSP UNIVERSITARIO DE ADULTOS - CENTRO MEDICO	PMB 340 APDO 70344	MONACILLO URBANO	SAN JUAN	00936-8344	787-274-5100	787-274-5115	238013.5025	262409.234	POINT (-66.0735855 18.3968658)	"18.3969, -66.0736"	METRO	1	FASE 2	PRIVADO	HOSP	127
HOSP PSIQUIATRICO CORRECCIONAL	303	C/TENIENTE CESAR GONZALEZ 1106	PMB 314 APDO 70344	MONACILLO URBANO	SAN JUAN	00936-8344	787-758-8019	787-771-4690	238133.9488	261864.3281	POINT (-66.0724487 18.3919258)	"18.3919, -66.0724"	METRO	1	FASE 2	PUBLICO	HOSP	127
CENTRO DE SALUD COMUNAL DE CULEBRA	79	C/WILLIAM FONT FINAL	APDO 694	CULEBRA PUEBLO	CULEBRA	775	787-742-3511	787-742-0176	319495.8078	252331.2885	POINT (-65.3030472 18.3028297)	"18.3028, -65.303"	FAJARDO	11	FASE 1	PUBLICO	CSC	49
HIMA SAN PABLO - FAJARDO	84	PR-194 AVE GENERAL VALERO #404 PR-194	APDO 1028	QUEBRADA	FAJARDO	738	787-655-0505	787-655-5049	281133.62	256351.022	POINT (-65.6657486 18.3409348)	"18.3409, -65.6657"	FAJARDO	11	FASE 1	PRIVADO	HOSP	53
HOSP CARRIBEAN MEDICAL CENTER	85	AVE OSVALDO MOLINA	NULL	FAJARDO PUEBLO	FAJARDO	00738-0846	787-801-0081	NULL	282734.606	255918.492	POINT (-65.6506195 18.3369675)	"18.337, -65.6506"	FAJARDO	11	FASE 2	NULL	HOSP	53
CENTRO DE SALUD SUSANA CENTENO - VIEQUES	261	PR-997 KM H .1 C/ANTONIO G MELLADO FINAL	APDO 326	DESTINO	VIEQUES	765	787-741-0392	787-741-2550	305151.9965	234462.9803	POINT (-65.4396362 18.1421127)	"18.1421, -65.4396"	FAJARDO	11	FASE 1	PUBLICO	HOSP	147
DOCTORS' CENTER HOSP SAN JUAN INC	0	1395 C/SAN RAFAEL SANTURCE	APDO 11338	SANTURCE	SAN JUAN	00910-3428	787-723-2950	787-725-2124	237988.4144	267850.6322	POINT (-66.0737228 18.4460106)	"18.446, -66.0737"	METRO	1	FASE 2	PRIVADO	HOSP	127
HOSP PSIQUIATRIA FORENSE DE RIO PIEDRAS	304	EDIFICIO C C/ MAGA BO. MONACILLOS- CENTRO MEDICO	CALL BOX 21414	SANTURCE	SAN JUAN	00928-1414	787-758-8019	787-764-3657	237727.5939	261737.1348	POINT (-66.0763016 18.3908062)	"18.3908, -66.0763"	METRO	1	FASE 2	PRIVADO	HOSP	127
