141	Olein Recovery Corp.	18.0469	-65.85048572	CA	Centro de Acopio	Aceite de motor	(787) 893-0224	"Carretera PR-901 Km 2.7, Barrio Camino Nuevo"	Yabucoa	#9ACA3C	small	embassy	"(18.0469, -65.85048572)"
142	Castillo Metals	18.1625	-65.75115592	CA	Centro de Acopio	Metales ferrosos y no ferrosos	(787) 903-2544	"Carretera PR-3 Km 71.1, Punta Santiago"	Humacao	#9ACA3C	small	embassy	"(18.1625, -65.75115592)"
143	E-Cycling Puerto Rico Inc.	18.1367	-65.82513528	CA	Centro de Acopio	"Equipo electrónico, cartuchos de tinta, metales ferrosos y no ferrosos"	(787) 635-1405	"Carretera PR-3 Km 85.6, Parque Industrial"	Humacao	#9ACA3C	small	embassy	"(18.1367, -65.82513528)"
144	Borinquen Metal Scrap	18.2498	-65.95755492	CA	Centro de Acopio	Metales no ferrosos y baterías plomo-ácido	(787) 737-4900	"Carretera PR-189 Km 9.1, Barrio Mamey"	Caguas	#9ACA3C	small	embassy	"(18.2498, -65.95755492)"
145	IFCO Recycling	18.2626	-66.03262646	CA	Centro de Acopio	"Metales ferrosos y no ferrosos, papel, periódico y cartón"	(787) 653-4300	"Carretera PR-1 Km 32.2, Barrio Bairoa"	Caguas	#9ACA3C	small	embassy	"(18.2626, -66.03262646)"
146	Schnitzer P.R. D.B.A.	18.2626	-66.0334056	CA	Centro de Acopio	Metales ferrosos	(787) 649-9138	"Sector Industrial Corujo, Hato Tejas"	Bayamón	#9ACA3C	small	embassy	"(18.2626, -66.0334056)"
147	Sunset Contractors & Recycling	17.9883	-66.03591556	CA	Centro de Acopio	Hormigón	(787) 613-5505	"Sector Sunset #10, Barrio Palmas"	Arroyo	#9ACA3C	small	embassy	"(17.9883, -66.03591556)"
148	C. Pallets Inc.	18.1275	-66.13679939	CA	Centro de Acopio	Paletas de madera	(787) 738-0688	"Carretera PR-735, Barrio Montellanos"	Cayey	#9ACA3C	small	embassy	"(18.1275, -66.13679939)"
149	Demolition Pallets	18.1344	-66.07365214	CA	Centro de Acopio	Paletas de madera	(787) 649-9727	"Carretera PR-184 Km 8.1, Sector Los Nieves"	Cayey	#9ACA3C	small	embassy	"(18.1344, -66.07365214)"
150	Borinquen Metal Scrap	18.1968	-66.05437917	CA	Centro de Acopio	Metales no ferrosos y baterías plomo-ácido	(787) 747-5850	"Carretera PR-1 Km 39.8, Barrio Turabo"	Caguas	#9ACA3C	small	embassy	"(18.1968, -66.05437917)"
151	Environics Recycling	18.2085	-66.04887	CA	Centro de Acopio	"Equipo electrónico, lámparas fluorescentes, transformadores y capacitores"	(787) 745-7891	"Carretera PR-1 Km 39.0, Villa Esperanza"	Caguas	#9ACA3C	small	embassy	"(18.2085, -66.04887)"
152	Alternative Kartridge	18.3458	-65.66666	CA	Centro de Acopio	Cartuchos de tinta	(787) 630-7818	"Calle Higuerillo #428, Extension Fajardo embassys"	Fajardo	#9ACA3C	small	embassy	"(18.3458, -65.66666)"
153	River City Communication	18.3711	-65.7246669	CA	Centro de Acopio	Equipo de comunicaciones	(787) 889-4295	"Calle A #52, Bloque DD"	Luquillo	#9ACA3C	small	embassy	"(18.3711, -65.7246669)"
154	Schinitzer Puerto Rico	18.3856	-65.87792316	CA	Centro de Acopio	Metales ferrosos	(787) 876-2061	Canóvanas Industrial Park Lote 61	Canóvanas	#9ACA3C	small	embassy	"(18.3856, -65.87792316)"
155	Betterrecycling	18.3795	-65.96841545	CA	Centro de Acopio	Asfalto	(787) 764-1000	"Carretera PR-887 Km 0.4, Urb. Industrial Julio N. Matos"	Carolina	#9ACA3C	small	embassy	"(18.3795, -65.96841545)"
156	Schnitzer P.R. D.B.A. Ponce Resources	18.4084	-66.1940861	CA	Centro de Acopio	Metales ferrosos	(787) 649-9138	"Sector Industrial Corujo, Hato Tejas"	Bayamón	#9ACA3C	small	embassy	"(18.4084, -66.1940861)"
157	Jael Plastics	18.146	-65.93664574	CA	Centro de Acopio	Plástico	(787) 736-3433	"Carretera PR-916 Km 4.4, Sector Hoyo Hondo"	San Lorenzo	#9ACA3C	small	embassy	"(18.146, -65.93664574)"
158	Homeca Recycling	18.2117	-66.00208788	CA	Centro de Acopio	Metales ferrosos y no ferrosos	(787) 903-0450	"Carretera PR-183 Km 4.5, Barrio Tomás de Castro"	Caguas	#9ACA3C	small	embassy	"(18.2117, -66.00208788)"
159	Guaynabo Recycling	18.3264	-66.10017705	CA	Centro de Acopio	"Metales ferrosos y no ferrosos, cartón, papel, periódico, plástico y paletas de madera"	(787) 273-0450	"Carretera PR-843 Km 1.5, Barrio Mamey"	Guaynabo	#9ACA3C	small	embassy	"(18.3264, -66.10017705)"
160	Decont	18.3324	-66.13830261	CA	Centro de Acopio	Hormigón y asfalto	(787) 457-5907	"Carretera PR-833 Km 5.1, Barrio Guaraguao"	Guaynabo	#9ACA3C	small	embassy	"(18.3324, -66.13830261)"
161	Lamp Recycling	18.3995	-66.08932555	CA	Centro de Acopio	Equipo electrónico y lámparas fluorescentes	(787) 758-1930	"Calle 16 #1432, Caparra Terrace"	San Juan	#9ACA3C	small	embassy	"(18.3995, -66.08932555)"
162	Caribbean Pallet	18.3645	-66.01072241	CA	Centro de Acopio	Paletas de madera	(787) 755-3622	"Carretera PR-876 Km 4.5, Barrio Las Cuevas"	Trujillo Alto	#9ACA3C	small	embassy	"(18.3645, -66.01072241)"
163	Edelcar	18.4357	-66.11055691	CA	Centro de Acopio	Aceite vegetal	(787) 783-4747	"Calle Central, Barrio Amelia"	Guaynabo	#9ACA3C	small	embassy	"(18.4357, -66.11055691)"
164	W.R. Recycling	18.1102	-67.13172206	CA	Centro de Acopio	"Baterías plomo-ácido, vidrio, papel, cartón, periódico y metales ferrosos y no ferrosos"	(787) 255-4772	"Carretera PR-103 Km 2.3,  Barrio Bajura"	Cabo Rojo	#9ACA3C	small	embassy	"(18.1102, -67.13172206)"
124	Reciclaje del Norte	18.4365	-66.04265434	CA	Centro de Acopio	"Vidrio, papel, cartón, periódico, plástico y paletas de madera"	(787) 726-0444	"Calle Santa Elena #2425, Barrio Obrero"	San Juan	#9ACA3C	small	circle	"(18.4365, -66.04265434)"
166	Corporación Comunitaria Reciclaje del Norte	18.4825	-66.82635357	CA	Centro de Acopio	"Vidrio, papel, cartón, periódico, plástico y paletas de madera"	(787) 262-0305	Carretera PR-2 Km 88.1	Hatillo	#9ACA3C	small	embassy	"(18.4825, -66.82635357)"
125	Metal Recycling	18.4391	-66.06231361	CA	Centro de Acopio	Metales ferrosos y no ferrosos	(787) 727-2751	"Calle Pedro Castro #705, Santurce"	San Juan	#9ACA3C	small	embassy	"(18.4391, -66.06231361)"
168	Platex Corp.	18.4811	-67.02968261	CA	Centro de Acopio	Plástico	(787) 272-8050	Calle Agustín Ramos Caldero #7331	Isabela	#9ACA3C	small	embassy	"(18.4811, -67.02968261)"
169	Betterrecycling	18.3275	-67.14734266	CA	Centro de Acopio	Asfalto	(787) 764-1000	"Carretera PR-2 Km 139.2, Barrio Cerro Gordo"	Aguada	#9ACA3C	small	embassy	"(18.3275, -67.14734266)"
171	La Villa Metals	18.0104	-66.6251643	CA	Centro de Acopio	"Bronce, metales no ferrosos, cobre y acero inoxidable "	(787) 842-2379	Calle Villa #251	Ponce	#9ACA3C	small	embassy	"(18.0104, -66.6251643)"
172	Tech for Office	18.0103	-66.61707	CA	Centro de Acopio	Cartuchos de tinta	(787) 248-3431	Calle Villa #116	Ponce	#9ACA3C	small	embassy	"(18.0103, -66.61707)"
173	Schnitzer P.R. D.B.A.	17.9756	-66.61552161	CA	Centro de Acopio	Metales ferrosos	(787) 984-0062	Calle Comercio	Ponce	#9ACA3C	small	embassy	"(17.9756, -66.61552161)"
174	Homeca Recycling	17.976	-66.61562415	CA	Centro de Acopio	Metales ferrosos y no ferrosos	(787) 841-2223	Calle Comercio #1	Ponce	#9ACA3C	small	embassy	"(17.976, -66.61562415)"
175	Smurfit Fibras Internacionales	17.9939	-66.63266931	CA	Centro de Acopio	"Papel, cartón y periódico"	(787) 843-7145	"Calle A, Zona Industrial Reparada"	Ponce	#9ACA3C	small	embassy	"(17.9939, -66.63266931)"
176	R-4 Enterprises	17.9952	-66.48778706	CA	Centro de Acopio	"Metales ferrosos, neumáticos y equipos electrónicos"	(787) 675-9600	"Carretera PR-1 Km 113.6, Barrio Pastillo"	Juana Díaz	#9ACA3C	small	embassy	"(17.9952, -66.48778706)"
177	Schnitzer P.R. D.B.A.	17.9708	-66.27326734	CA	Centro de Acopio	Metales ferrosos	(787) 824-3503	"Carretera PR-3 Km 156.4, Barrio Aguirre"	Salinas	#9ACA3C	small	embassy	"(17.9708, -66.27326734)"
178	Multiplast Corp.	17.9737	-66.3008285	CA	Centro de Acopio	Plástico	(787) 824-4500	Carretera PR-701 Km 4	Salinas	#9ACA3C	small	embassy	"(17.9737, -66.3008285)"
179	Betterrecycling	18.0219	-66.25281233	CA	Centro de Acopio	Asfalto	(787) 764-1000	"Carretera PR-1 Km 83.4,  Sabana Llana"	Salinas	#9ACA3C	small	embassy	"(18.0219, -66.25281233)"
180	Taller de Reciclaje de Metales	18.4498	-66.37669233	CA	Centro de Acopio	Metales ferrosos y no ferrosos	(787) 807-7063	"Carretera PR-688, Barrio Cabo Caribe"	Vega Baja	#9ACA3C	small	embassy	"(18.4498, -66.37669233)"
181	Pagan & Pagan Recycling	18.4415	-66.35720705	CA	Centro de Acopio	Metales no ferrosos y baterías de auto	(787) 858-6268	"Carretera PR-2 Km 35, Barrio Pueblo Viejo"	Vega Baja	#9ACA3C	small	embassy	"(18.4415, -66.35720705)"
182	J. Torres Wooden Pallets	18.4701	-66.3280154	CA	Centro de Acopio	Paletas de madera	(787) 883-1178	"Carretera PR-693 Km 13.4, Local #3"	Vega Alta	#9ACA3C	small	embassy	"(18.4701, -66.3280154)"
183	Puerto Metal Recycling	18.4057	-66.29457287	CA	Centro de Acopio	Metales ferrosos	(787) 270-1233	"Carretera PR-2 Km 26.1, Barrio Espinosa"	Dorado	#9ACA3C	small	embassy	"(18.4057, -66.29457287)"
184	Procesadora de Metales	18.4028	-66.29586267	CA	Centro de Acopio	Metales ferrosos	(787) 270-6800	"Calle Húcar, Barrio Espinosa"	Dorado	#9ACA3C	small	embassy	"(18.4028, -66.29586267)"
185	La Viegencita Recycling	18.4107	-66.25584352	CA	Centro de Acopio	"Bronce, metales no ferrosos, cobre y acero inoxidable"	(787) 842-2379	Carretera PR-2 Km 22.4	Toa Baja	#9ACA3C	small	embassy	"(18.4107, -66.25584352)"
186	American Petroleum (EMSCO)	18.4197	-66.25020287	CA	Centro de Acopio	Aceite de motor	(787) 794-1985	"Carretera PR-865 Km 0.2, Cabo Caribe Industrial Park"	Vega Baja	#9ACA3C	small	embassy	"(18.4197, -66.25020287)"
187	Reliable Recycling	18.4197	-66.2502015	CA	Centro de Acopio	Hormigón	(787) 794-0927	Carretera PR-865 Km 0.6	Toa Baja	#9ACA3C	small	embassy	"(18.4197, -66.2502015)"
188	Caribbean Composting	18.4821	-66.67520391	CA	Centro de Acopio	Paletas de madera	(787) 879-3156	"Carretera PR-681 Km 4.1, Barrio Islote II"	Arecibo	#9ACA3C	small	embassy	"(18.4821, -66.67520391)"
189	Nova Tera	18.479	-66.69896437	CA	Centro de Acopio	Equipo electrónico	(787) 817-4327	"Carretera PR-655 Km 1.0, Barrio Islote"	Arecibo	#9ACA3C	small	embassy	"(18.479, -66.69896437)"
190	Harry's Metal Recycling	18.4651	-66.72034321	CA	Centro de Acopio	Metales no ferrosos	(787) 878-2835	Avenida Juan Rosado #415	Arecibo	#9ACA3C	small	embassy	"(18.4651, -66.72034321)"
191	Almacén Caraballo	18.4619	-66.72196148	CA	Centro de Acopio	"Metales no ferrosos, baterías de plomo y ácido"	(787) 878-2375	Carretera PR-10 Km 85.9	Arecibo	#9ACA3C	small	embassy	"(18.4619, -66.72196148)"
192	The Battery Recycling	18.4527	-66.69490088	CA	Centro de Acopio	Baterías de plomo y ácido	(787) 880-5373	"Carretera PR-2 Km 72.2, Barrio Cambalache"	Arecibo	#9ACA3C	small	embassy	"(18.4527, -66.69490088)"
193	Soil & Mulch	18.4614	-66.5755111	CA	Centro de Acopio	Paletas de madera y material vegetativo	(787) 846-3398	"Carretera PR-682 Km 4.1, Barrio Garrochales"	Barceloneta	#9ACA3C	small	embassy	"(18.4614, -66.5755111)"
293	"Centro de Acopio Municipal, Bario Esperanza"	18.0955	-65.47457	CAM	Centro de Acopio Municipal		787-	"Calle Flamboyan, Bo. Esperanza"	Vieques	#f09f30	small	embassy	"(18.0955, -65.474570)"
167	Centro de Acopio Municipal	18.4537	-66.87433041	CAM	Centro de Acopio Municipal	"Cartón, vidrio, neumáticos, papel, plástico, equipo electrónico y aceite vegetal"	(787) 820-4292	"Carretera PR-119 Km 9.0, Barrio Cienaga"	Camuy	#F09F30	small	embassy	"(18.4537, -66.87433041)"
251	Centro de Acopio en Fabrica Eduarts Life Time	18.2934	-67.13759	CAM	Centro de Acopio Municipal		787-	Calle Ajes	Añasco	#F09F30	small	embassy	"(18.2934, -67.137590)"
252	Centro de Acopio Municipal	17.9688	-66.265005	CAM	Centro de Acopio Municipal		787-	Carr #3	Salinas	#F09F30	small	embassy	"(17.9688, -66.265005)"
253	Velodromo	18.0681	-66.365658	CAM	Centro de Acopio Municipal		787-	Carr #14	Coamo	#F09F30	small	embassy	"(18.0681, -66.365658)"
254	Centro de Acopio - Pueblo	18.3377	-66.469371	CAM	Centro de Acopio Municipal		787-	Calle Lina R. Correlger	Ciales	#F09F30	small	embassy	"(18.3377, -66.469371)"
255	Centro de Deposito	18	-66.114558	CAM	Centro de Acopio Municipal		787-	"PR-15, Km. 1.1"	Guayama	#F09F30	small	embassy	"(18, -66.114558)"
256	Complejo Deportivo Mariani	18.0039	-66.009273	CAM	Centro de Acopio Municipal		787-	"Carr #3, Km. 122 Interior"	Patillas	#F09F30	small	embassy	"(18.0039, -66.009273)"
257	Complejo Deportivo	18.2629	-65.644405	CAM	Centro de Acopio Municipal		787-885-2180	Complejo Deportivo Felix Pedraza	Ceiba	#F09F30	small	embassy	"(18.2629, -65.644405)"
258	Centro de Acopio Municipal	18.334	-65.652845	CAM	Centro de Acopio Municipal		787-	Ave. General Valero # 392 Antiguo CDT	Fajardo	#F09F30	small	embassy	"(18.334, -65.652845)"
259	Centro de Acopio Municipal	18.4307	-66.149373	CAM	Centro de Acopio Municipal		787-	"Carr 869 Sector Industrial Bo. Palmas, Parcela Dos"	Cataño	#F09F30	small	embassy	"(18.4307, -66.149373)"
260	Centro de Acopio Municipal	18.2342	-67.140692	CAM	Centro de Acopio Municipal		787-834-4010	"Carr. 108, Km. 3.4, Bo. Cuba Moderno"	Mayaguez	#F09F30	small	embassy	"(18.2342, -67.140692)"
261	Villa Sultanita	18.1736	-67.149408	CAM	Centro de Acopio Municipal		787 834-4010	Ave. Corazones int PR-2	Mayaguez	#F09F30	small	embassy	"(18.1736, -67.149408)"
262	Obras Públicas Municipal	18.489	-66.796197	CAM	Centro de Acopio Municipal		787 262-1929	"Carr #2, Km. 84.6"	Hatillo	#F09F30	small	embassy	"(18.489, -66.796197)"
266	Centro de Acopio Municipal	18.3377	-66.323454	CAM	Centro de Acopio Municipal		787-859-3060 ext 221	"Carr 159, Km. 12"	Corozal	#F09F30	small	embassy	"(18.3377, -66.323454)"
269	Centro de Acopio Municitario	18.0061	-65.92295	CAM	Centro de Acopio Municipal		787-861-0825	"Carr 759, Km. 2.3"	Maunabo	#F09F30	small	embassy	"(18.0061, -65.922950)"
271	Centro de Acopio Municipal	18.0446	-67.060612	CAM	Centro de Acopio Municipal	"Aluminio, Plastico, Cartón, Paper/Periodico"	(787) 899-1855	Frente a Cementerio Municipal	Lajas	#F09F30	small	embassy	"(18.0446, -67.060612)"
272	Centro de Acopio Municipal	18.346	-67.011426	CAM	Centro de Acopio Municipal	"Aluminio,Plástico,Cartón,Papel/Periodico"	787-	"Carr #125, Antigua Central"	San Sebastian	#F09F30	small	embassy	"(18.346, -67.011426)"
273	Parque Acrópolis	18.4245	-66.472236	CAM	Centro de Acopio Municipal	"Aluminio, Plástico, Cartón, Papel/Periodico"	(787) 884-3517	"Parque Acropolis, PR-670 int. PR-149"	Manati	#F09F30	small	embassy	"(18.4245, -66.472236)"
274	Centro de Apocio Municipal	18.2686	-66.701595	CAM	Centro de Acopio Municipal	"Aluminio, Plástico, Cartón, Papel/Periodico"	787-894-3505 ext. 264	Ave. Ribas Dominicci int. Calle Herrera (Antiguo Fiscalía)	Utuado	#F09F30	small	embassy	"(18.2686, -66.701595)"
275	Parque José Mendez Franqui	18.4849	-66.843331	CAM	Centro de Acopio Municipal	"Aluminio, Plástico, Cartón"	787-820-4292	Calle Iguina (Detras de Hospital Municipal)	Camuy	#F09F30	small	embassy	"(18.4849, -66.843331)"
276	Centro de Acopio Municipal	18.4614	-66.269883	CAM	Centro de Acopio Municipal	"Aluminio, Plástico, Cartón"	787-796-3441	Ave. Mendez Vigo int. Carr 698 (Antiguo Coliseo)	Dorado	#F09F30	small	embassy	"(18.4614, -66.269883)"
277	Centro de Acopio	18.4773	-66.938174	CAM	Centro de Acopio Municipal	"Aluminio, Plástico, Cartón, Papel/Periodico"	787-895-8922	Estacionamiento Cancha Pedro Hernandez	Quebradilla	#F09F30	small	embassy	"(18.4773, -66.938174)"
278	Centro de Acopio	18.3792	-65.828111	CAM	Centro de Acopio Municipal	"Aluminio, Plástico, Cartón, Papel/Periodico"	787-887-2370	Terminal Carros Públicos	Rio Grande	#F09F30	small	embassy	"(18.3792, -65.828111)"
279	Country State	18.4644	-66.285995	CAM	Centro de Acopio Municipal		787-	Country State	Dorado	#F09F30	small	embassy	"(18.4644, -66.285995)"
280	Costa Dorado	18.4662	-66.289957	CAM	Centro de Acopio Municipal		787-	Costa Dorado	Dorado	#F09F30	small	embassy	"(18.4662, -66.289957)"
281	Centro de Acopio	18.2546	-67.036539	CAM	Centro de Acopio Municipal		787-	"PR-406, Bo. Anones (Frente Esc. Superior Lauro Gonzalez"	Las Marias	#F09F30	small	embassy	"(18.2546, -67.036539)"
282	Plaza Caribe	17.9936	-66.613971	CAM	Centro de Acopio Municipal	"Aluminio, Plástico, Cartón"	787-844-6065	"Plaza Caribe, Carr #2, Km. 227 hm. 3"	Ponce	#F09F30	small	embassy	"(17.9936, -66.613971)"
283	Centro de Acopio Municipal	18.497	-67.020172	CAM	Centro de Acopio Municipal		787-	Calle Juan Hernández	Isabela	#f09f30	small	embassy	"(18.497, -67.020172)"
284	Oficina de Reciclaje	18.0334	-66.854272	CAM	Centro de Acopio Municipal		787-	Calle Sor Teresa Esq. 65 Infantería	Yauco	#f09f30	small	embassy	"(18.0334, -66.854272)"
285	Centro de Acopio Municipal	18.0065	-66.647606	CAM	Centro de Acopio Municipal		787-	Calle baramaya esq. Vista Dorada	Ponce	#f09f30	small	embassy	"(18.0065, -66.647606)"
286	Centro de Recepciones Municipal	18.2278	-66.393629	CAM	Centro de Acopio Municipal		787-867-5000 ext 2288	Ave. Luis Muñoz Marín	Orocovis	#f09f30	small	embassy	"(18.2278, -66.393629)"
287	Centro de Acopio Municipal	18.2216	-66.380967	CAM	Centro de Acopio Municipal		787-867-5000 ext 2288	"Carr 156, Km. 2.1"	Orocovis	#f09f30	small	embassy	"(18.2216, -66.380967)"
288	Centro de Acopio Municipal	18.212	-65.741506	CAM	Centro de Acopio Municipal		787-874-7089	Villas del Rios	Naguabo	#f09f30	small	embassy	"(18.212, -65.741506)"
289	Centro de Acopio Municipal	18.2129	-65.721431	CAM	Centro de Acopio Municipal		787-874-7089	"Carr 31, Obras Públicas"	Naguabo	#f09f30	small	embassy	"(18.2129, -65.721431)"
290	Mansiones Playa Hucarés	18.1926	-65.720011	CAM	Centro de Acopio Municipal		787-874-7089	Mansiones Playa Hucarés	Naguabo	#f09f30	small	embassy	"(18.1926, -65.720011)"
291	Cala de Hucarés	18.1913	-65.7188	CAM	Centro de Acopio Municipal		787-874-7089	Cala de Hucarés	Naguabo	#f09f30	small	embassy	"(18.1913, -65.718800)"
292	Oficina de Reciclaje	18.1207	-65.438737	CAM	Centro de Acopio Municipal		787-	PR-997	Vieques	#f09f30	small	embassy	"(18.1207, -65.438737)"
245	Centro de Acopio Municipal	18.3077	-65.283559	CAM	Centro de Acopio Municipal	"Cartón, papel, periódico, aluminio y plástico"			Culebra	#F09F30	small	embassy	"(18.3077, -65.283559)"
247	Parque A. Canena Marquez	18.4381	-67.146788	CAM	Centro de Acopio Municipal		787-891-1005 ext 6263	Parque A. Canena Marquez Carr#2	Aguadilla	#F09F30	small	embassy	"(18.4381, -67.146788)"
248	Taller Municipal	18.3838	-67.193913	CAM	Centro de Acopio Municipal		787-	Carr Carrizales	Aguada	#F09F30	small	embassy	"(18.3838, -67.193913)"
249	Obras Públicas	18.3364	-67.248864	CAM	Centro de Acopio Municipal		787-	Calle Las Fábricas	Rincón	#F09F30	small	embassy	"(18.3364, -67.248864)"
250	Centro de Acopio Primario	18.2893	-67.140821	CAM	Centro de Acopio Municipal		787 826-6505	Calle Ancha	Añasco	#F09F30	small	embassy	"(18.2893, -67.140821)"
244	Centro de Acopio Temporal	18.1793	-65.87355	CAT	Centro de Acopio Temporal	Neumáticos (temporal)	(939) 717-2035	Avenida Jesus T. Pinero #77	Las Piedras	#F32D33	small	embassy	"(18.1793, -65.87355)"
242	Instalación de Recuperación de Materiales Reciclables	18.1392	-67.121678	CAT	Centro de Acopio Temporal	Neumáticos	(787) 765-7575	Carretera PR-345 Km 0.8	Hormigueros	#F32D33	small	embassy	"(18.1392, -67.121678)"
243	Planta de Composta	18.4221	-66.22741	CAT	Centro de Acopio Temporal	Neumáticos (temporal)	(787) 765-7575		Toa Baja	#F32D33	small	embassy	"(18.4221, -66.22741)"
225	Instalación de Recuperación de Materiales Reciclables	18.0158	-66.774865	MRF	Recuperación de Materiales Reciclables	"Cartón, papel, periódico, aluminio y plástico"	(787) 835-3609	"Carretera PR-383 Km 0.3, Barrio Magas"	Guayanilla	#028A9E	small	embassy	"(18.0158, -66.774865)"
165	Planta de Composta de la A.A.A.	18.2503	-67.15522056	PC	Planta de Composta	Paletas de madera y material vegetativo	(787) 834-7540	"Carretera PR-342 Km 0.5, Barrio Sabanetas"	Mayagüez	#FAD63E	small	embassy	"(18.2503, -67.15522056)"
246	Centro de Acopio Municipal	18.309	-65.28297722	PC	Planta de Composta	Material vegetativo			Culebra	#FAD63E	small	embassy	"(18.309, -65.2829772233963)"
224	Planta de Composta	18.4801	-66.676629	PC	Planta de Composta	Material vegetativo y biosólidos	(787) 206-0766	"Carretera PR-681 Km 3.4, Barrio Islote ll"	Arecibo	#FAD63E	small	embassy	"(18.4801, -66.676629)"
203	Sistema de Relleno Sanitario	18.0082	-66.65867541	SRS	Sistema de Relleno Sanitario	Residuos sólidos e industriales	(787) 841-7790	"Avenida Baramaya, Barrio Cañas"	Ponce	#7A7067	small	embassy	"(18.0082, -66.65867541)"
204	Sistema de Relleno Sanitario	18.4149	-67.1158431	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 877-0069	Carretera PR-110 Km 16.2	Moca	#7A7067	small	embassy	"(18.4149, -67.1158431)"
205	Sistema de Relleno Sanitario	18.2391	-67.14318404	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 834-4010	Carretera PR-108 Km 3.1	Mayagüez	#7A7067	small	embassy	"(18.2391, -67.14318404)"
206	Sistema de Relleno Sanitario	17.9898	-67.0974654	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 899-1469	Carretera PR-303 Km 6.8	Lajas	#7A7067	small	embassy	"(17.9898, -67.0974654)"
